train_idx,text,label,label_text
2124,first problem smell realized flip lid back always keep side facing smell,1,positive
2125,5 cheap user replaceable battery 50 creative great advantage ipod battery cost 100 replace,1,positive
2126,music play awesome never skip even u run bit listen music without interruption,1,positive
2127,easy assemble diaper fit perfectly little nook make way pail portion,1,positive
2128,4 attempted installs finally given,0,negative
2129,fourth version systemworks second version internet security used always favorite,1,positive
2130,build quality show cheap small scratch base plate something would n see sony overall plastic feel,0,negative
2131,proprietary headset jack,0,negative
2132,seems focus metering complete quite lag shutter,0,negative
2133,imagine shock absolute instant disdain product made apex,0,negative
2134,found low light situation combined sort action left camera dust,0,negative
2135,speed problem,1,positive
2136,lcd screen pull rotates direction easy picture,1,positive
2137,purchased two player christmas gift bad,0,negative
2138,larger lens g3 give better picture quality low light 4 time optical zoom get much closer,1,positive
2139,player ideal purchase,1,positive
2140,2 4mp right target market camera semi serious amateur photographer,1,positive
2141,great value 40gb v 10 gb ipod price,1,positive
2142,lens cap really annoying,0,negative
2143,white earbuds replaced shire headphone big difference case stand clip really work nice little zen micro bag,1,positive
2144,40gb storage 7 500 song player everything music file room 2 500,1,positive
2145,take excellent photo,1,positive
2146,good balance hand lighter 3 1 4 hp model,1,positive
2147,previous version nortron security system nortron antivirus installation go fine otherwise dig major registery clean old program leave trace mess new installation even uninstalled old program perfectly,0,negative
2148,2 week best player seen used ever,1,positive
2149,overall great value,1,positive
2150,impressed power hitachi m12v,1,positive
2151,creative making computer sound equipment decade zen micro finally something enough quality yes charm win nice size digital player pie,1,positive
2152,easy use yet feature rich,1,positive
2153,click one button router configuration window router automatically sens device configures network,1,positive
2154,compared lot camera believe value money,1,positive
2155,negative impossibly tiny difficult operate barely visible power button,0,negative
2156,downloads snap quick,1,positive
2157,sound exceptional though really compare ipod,1,positive
2158,nikon 4300 feel best camera feature price,1,positive
2159,touch pad would great thing worked well never issue getting song transferred player problem accessing player,0,negative
2160,picture taken dark nice like,0,negative
2161,low light flash found clear better sony p200 much red colour overall natural fewer red eye,1,positive
2162,second digital camera much impressed canon s100 digital elph ever kodak dc240,1,positive
2163,phone obviously quality construction motorola nokia 6600 one better phone used,1,positive
2164,camera easy use,1,positive
2165,diaper champ best found,1,positive
2166,eax equalizer accentuates diminished quality mp3 file,0,negative
2167,basic usage easy remote lot button n used,1,positive
2168,good image quality,1,positive
2169,come tank case cut piece screen always keep case still access everything,1,positive
2170,play basically every medium tested far even old vcd ripped year ago rental dvd could n played old 200 sharp player,1,positive
2171,color light captured camera 12 day trip turkey gorgeous vividly colored ceramic tile inside darkened mosque far superior anything ever gotten traditional 35 mm film camera,1,positive
2172,work minimum fuss,1,positive
2173,got camera unbelievably low price amazon,1,positive
2174,sound quality amazing expecting worse really good especially file good sound quality,1,positive
2175,uploading music quick easy,1,positive
2176,still reading click add cart button already,1,positive
2177,program id3 tag editing strong point well,1,positive
2178,tried e mailing apex come back saying undeliverable,0,negative
2179,first sound quality okay least one reviewer mentioned eax cause audio interference 30 minute,0,negative
2180,although canon battery proprietary last really long time recharge fairly quickly camera plus want power even find knockoff charger spare battery right amazon,1,positive
2181,price along replaceable battery understand apple charge small fortune replace well hassle returning two main factor picked nomad,1,positive
2182,kick butt mp3 machine freedom get song reasonable source instead paying two three time get creative zen ipod killer kiss as itunes,1,positive
2183,got older 866 mhz system 512 pc 133 ram also run fine,1,positive
2184,interface bit confusing first easy navigate 15 minute,1,positive
2185,bit pricey call home country instant messaging covered country europe quite reasonable,1,positive
2186,care sunlight tft,1,positive
2187,press button hard frequently end pressing enter meant scroll,0,negative
2188,power low noise operation speed control make problem experienced,1,positive
2189,product worked perfectly xp,1,positive
2190,great phone traveling world packed wonderful feature,1,positive
2191,affect standard mp3 file subscription wma file,0,negative
2192,bottom line phone cool one moment latest phone market new feature soon displaced upcoming newer phone,1,positive
